ID_Num,Age,Gender,Income,Education_Level,Travel_Frequency,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
31549,42,male,65311,doctorate,8,3130,suburban,55,168,winter,0,0,0
31560,34,non-binary,94450,doctorate,7,4924,suburban,87,194,summer,0,0,0
31563,61,female,50331,doctorate,6,1300,urban,134,241,fall,0,1,1
31564,18,female,117972,doctorate,8,1287,urban,59,41,winter,0,0,0
31571,68,male,101016,high school,8,4199,suburban,153,194,winter,1,1,1
31581,42,non-binary,93279,doctorate,4,1583,suburban,238,111,fall,0,1,0
31583,28,non-binary,43113,doctorate,8,3950,rural,152,179,spring,0,1,0
31588,29,non-binary,66746,doctorate,2,570,rural,246,32,fall,0,0,0
31590,53,female,53124,high school,6,1893,suburban,244,213,spring,1,0,0
31596,36,male,52731,high school,1,2193,urban,193,19,spring,1,0,0
31604,39,female,38990,bachelor,7,685,urban,25,182,winter,1,0,1
31606,33,female,58221,bachelor,8,1445,rural,207,39,spring,1,0,0
31609,33,female,94415,bachelor,3,1775,rural,187,271,winter,1,0,0
31610,68,female,75152,high school,8,4318,rural,25,94,summer,1,0,1
31613,65,female,43562,master,6,1781,rural,295,130,fall,0,1,0
31615,46,male,47454,high school,8,3723,urban,179,201,spring,1,0,1
31616,53,female,66029,master,6,4237,rural,149,91,winter,0,1,0
31619,69,male,117895,doctorate,7,4734,urban,86,32,fall,1,0,0
31623,43,female,106401,doctorate,9,2647,rural,129,2,fall,1,0,0
31627,48,female,76987,high school,8,1538,rural,151,99,spring,0,1,0
31632,36,female,84727,doctorate,2,2773,urban,230,75,fall,0,0,0
31642,30,non-binary,63988,bachelor,8,3693,suburban,291,86,winter,0,1,0
31651,32,non-binary,82764,doctorate,1,4667,urban,41,25,summer,0,0,0
31653,59,male,25619,high school,1,3148,rural,182,10,summer,1,0,0
31659,46,non-binary,102246,doctorate,2,2474,rural,137,9,winter,1,0,0
31660,67,non-binary,74207,high school,1,4438,urban,45,182,fall,0,0,1
31661,54,non-binary,34149,bachelor,5,3447,rural,248,98,summer,0,0,0
31673,42,male,69380,master,1,752,urban,22,263,spring,0,1,1
31675,18,female,67499,master,8,4359,suburban,179,16,summer,0,0,0
31688,20,non-binary,38108,high school,4,4133,rural,2,275,winter,0,0,1
31689,39,non-binary,38069,master,1,3061,rural,17,84,summer,1,1,1
31690,30,non-binary,28682,doctorate,0,1687,rural,56,79,spring,0,0,1
31692,42,male,104995,high school,8,3401,suburban,295,123,fall,0,1,0
31696,53,non-binary,96179,master,1,1690,urban,90,88,summer,1,1,0
31699,66,male,28328,high school,5,3710,urban,171,93,winter,0,0,0
31700,56,male,81057,high school,2,3971,rural,243,180,winter,1,0,0
31702,37,male,46543,high school,6,3487,urban,293,61,fall,0,0,0
31704,51,non-binary,108253,bachelor,2,3022,suburban,65,257,fall,1,1,1
31709,58,female,107977,high school,9,3198,rural,10,279,winter,1,0,1
31713,31,non-binary,39188,bachelor,7,3156,urban,164,237,summer,0,1,1
31714,49,non-binary,69280,master,2,616,rural,198,159,winter,0,0,0
31721,54,non-binary,52891,bachelor,8,3297,rural,107,294,summer,1,0,1
31731,67,non-binary,70138,high school,4,815,urban,145,126,winter,1,1,0
31733,54,male,81296,master,9,3998,suburban,88,203,fall,1,1,0
31738,28,female,92729,bachelor,4,1232,urban,35,112,summer,1,0,0
31740,32,non-binary,105037,high school,1,3714,rural,217,128,spring,0,1,0
31749,28,female,68794,doctorate,9,4563,suburban,241,142,summer,1,1,0
31760,66,non-binary,63713,doctorate,7,1492,suburban,262,183,winter,0,0,0
31765,42,non-binary,28796,doctorate,9,2959,suburban,214,281,fall,1,0,1
31769,47,male,119252,doctorate,7,3415,urban,36,276,summer,1,0,0
31781,21,male,86929,bachelor,7,4541,suburban,241,198,winter,0,1,0
31784,69,female,23602,master,7,2032,urban,177,116,spring,1,0,0
31785,61,non-binary,91649,bachelor,3,752,rural,207,91,fall,0,0,0
31792,49,male,47069,doctorate,1,4566,rural,27,270,summer,1,1,0
31806,61,non-binary,68158,doctorate,2,1973,urban,98,215,winter,0,0,1
31812,60,female,37787,master,1,789,urban,294,111,fall,1,0,0
31816,21,non-binary,106681,master,0,4266,urban,136,98,winter,1,0,0
31819,51,male,78791,bachelor,6,4859,rural,273,99,spring,0,1,0
31820,18,non-binary,44467,bachelor,9,2583,urban,5,298,fall,1,1,1
31821,21,male,76339,doctorate,0,1860,suburban,33,100,winter,1,1,0
31828,55,female,83205,master,9,828,urban,221,218,spring,0,1,0
31829,45,female,51121,bachelor,0,4066,rural,98,26,spring,0,1,0
31832,48,female,21793,bachelor,3,4382,rural,117,30,summer,0,1,0
31838,60,non-binary,99529,high school,8,1810,urban,13,186,fall,0,0,1
31845,37,female,58872,high school,6,4592,rural,21,296,fall,0,1,0
31850,46,female,99825,doctorate,7,3954,rural,81,117,fall,1,1,1
31853,20,male,111633,bachelor,2,909,rural,27,19,summer,0,0,0
31860,64,female,29505,doctorate,4,3497,urban,232,187,summer,1,0,0
31878,28,male,69893,bachelor,6,3761,suburban,202,152,summer,1,0,0
31892,45,male,43987,bachelor,1,3356,rural,62,261,winter,0,0,1
31893,22,female,90824,master,4,2042,urban,272,251,winter,1,0,0
31895,46,non-binary,113330,master,9,4599,suburban,24,46,fall,1,1,1
31896,20,non-binary,55193,high school,6,2226,rural,233,220,summer,0,0,0
31897,28,male,102109,master,8,1096,urban,55,157,winter,1,1,0
31903,19,male,115731,bachelor,8,1970,suburban,49,291,winter,0,0,1
31910,62,female,104528,master,8,1915,suburban,218,14,summer,0,1,0
31914,59,female,45536,bachelor,4,4655,urban,53,17,spring,0,1,0
31919,25,female,101970,high school,0,3029,urban,48,108,summer,0,0,1
31941,29,male,97027,bachelor,4,1890,rural,231,65,fall,1,1,0
31942,26,male,49691,doctorate,3,4923,suburban,265,37,fall,1,1,0
31948,38,female,70151,doctorate,3,3175,urban,186,11,winter,0,1,0
31949,38,female,84292,doctorate,7,1926,urban,9,72,summer,0,1,1
31951,56,female,100172,bachelor,2,2780,suburban,173,256,winter,0,0,0
31952,36,male,106067,high school,1,741,suburban,161,3,spring,0,0,0
31955,46,female,117225,high school,1,918,urban,180,206,summer,0,0,1
31956,56,female,55561,high school,4,3530,rural,67,22,summer,0,1,0
31965,50,non-binary,103229,high school,3,2563,urban,77,78,summer,1,0,1
31970,33,female,45229,doctorate,3,1787,suburban,137,115,summer,0,0,0
31977,27,male,61278,high school,5,4540,urban,130,38,spring,0,1,0
31978,32,non-binary,28976,master,5,3454,urban,12,27,summer,1,1,0
31993,68,non-binary,62748,high school,9,3941,suburban,134,221,fall,0,1,1
31996,62,female,37320,master,0,4933,urban,291,189,winter,1,0,0
31998,67,male,52248,bachelor,5,766,rural,53,52,fall,0,1,0
32008,41,male,24229,master,2,2157,urban,41,264,winter,1,0,1
32023,40,non-binary,76223,master,1,4308,rural,283,215,spring,1,0,0
32026,55,male,86504,bachelor,6,3651,urban,251,181,spring,1,0,0
32027,57,non-binary,69783,bachelor,7,1224,urban,79,85,fall,0,0,0
32032,56,non-binary,86213,bachelor,8,4321,rural,155,39,summer,0,1,0
32033,40,female,54809,high school,7,3685,suburban,234,198,fall,0,1,0
32038,27,female,84277,high school,4,2424,rural,135,220,winter,0,0,0
32046,50,male,104860,bachelor,2,3403,urban,258,275,summer,1,0,1
32050,69,female,56534,master,8,2341,urban,181,140,summer,0,1,0
32052,48,non-binary,45378,master,8,3315,rural,148,244,winter,0,1,1
32077,59,male,33799,high school,3,1490,suburban,91,97,summer,1,1,1
32079,28,female,49541,high school,4,2353,rural,65,223,fall,1,1,1
32082,34,male,100519,high school,8,4656,suburban,198,46,spring,0,1,0
32090,61,male,105763,high school,4,3561,suburban,86,123,winter,1,1,1
32094,62,female,86223,master,3,3678,urban,80,118,summer,1,1,0
32096,60,male,68952,high school,0,1967,suburban,172,29,winter,0,1,0
32098,37,male,56104,master,8,603,urban,282,183,fall,0,0,0
32099,38,non-binary,112373,high school,8,4871,rural,173,152,summer,1,0,0
32100,47,male,115702,bachelor,6,1543,suburban,291,139,fall,1,1,0
32101,49,female,108880,high school,8,3304,urban,274,139,winter,1,0,0
32102,53,non-binary,37906,high school,3,3452,urban,282,6,fall,0,0,0
32103,28,male,88590,master,9,4719,urban,147,235,winter,1,0,0
32110,57,non-binary,88290,doctorate,8,3452,suburban,28,261,summer,1,0,0
32115,24,non-binary,42227,bachelor,9,1401,suburban,95,13,summer,0,1,0
32121,33,male,97356,master,1,2166,rural,64,1,summer,0,1,0
32122,68,male,115743,bachelor,9,3884,urban,204,56,spring,0,1,0
32124,20,non-binary,63844,master,7,2500,suburban,138,163,spring,1,0,1
32125,63,non-binary,79609,master,4,1226,suburban,26,56,summer,1,1,0
32128,57,female,107037,bachelor,7,3688,rural,129,240,fall,1,1,1
32129,49,female,99527,high school,6,801,suburban,78,7,summer,0,0,0
32135,33,male,56687,high school,1,847,rural,267,71,winter,1,0,0
32137,42,male,74798,doctorate,7,1320,urban,113,215,fall,0,1,0
32139,25,non-binary,23317,high school,2,3376,suburban,54,256,spring,0,1,1
32150,45,non-binary,25089,high school,8,2411,suburban,185,249,winter,1,1,0
32151,42,non-binary,106454,doctorate,9,2878,suburban,24,123,fall,0,0,1
32152,37,non-binary,63337,master,9,4325,rural,138,226,spring,1,0,0
32163,65,male,119884,bachelor,7,1040,urban,178,1,spring,1,0,0
32172,58,female,21895,doctorate,7,1436,rural,240,227,fall,0,0,0
32174,35,male,99628,doctorate,5,1254,suburban,137,42,spring,1,0,0
32181,32,male,113781,master,6,905,urban,24,174,winter,1,0,1
32182,68,non-binary,106563,master,6,3102,suburban,197,265,summer,1,1,0
32185,55,non-binary,84897,master,8,4417,rural,59,266,spring,0,0,0
32187,47,non-binary,32567,doctorate,6,1036,rural,203,276,winter,0,0,0
32190,55,male,86733,master,7,1703,suburban,42,149,fall,0,1,1
32200,51,non-binary,34440,doctorate,2,1997,urban,0,68,spring,1,0,0
32201,32,male,94016,doctorate,9,3875,suburban,79,278,winter,1,0,0
32202,69,male,89280,bachelor,2,4361,suburban,122,143,summer,0,0,1
32203,31,male,31793,bachelor,9,2886,suburban,20,243,winter,1,1,0
32205,56,non-binary,24463,high school,7,2136,urban,58,291,summer,0,1,1
32210,61,non-binary,24220,bachelor,1,2666,urban,169,219,spring,1,1,0
32212,66,non-binary,54268,doctorate,6,3606,suburban,98,203,winter,1,1,0
32213,25,male,42656,bachelor,5,4085,suburban,7,37,winter,0,1,1
32217,49,non-binary,29634,bachelor,2,4692,rural,98,81,spring,1,1,0
32220,42,non-binary,28899,bachelor,6,923,rural,92,18,summer,1,0,0
32223,66,male,25897,master,9,3059,rural,194,142,winter,1,1,0
32224,37,female,31391,high school,8,3986,urban,81,145,summer,0,1,1
32225,29,male,29272,master,4,2117,suburban,58,164,summer,0,0,0
32226,48,male,70877,doctorate,8,1281,rural,81,56,winter,0,0,0
32229,61,male,100787,high school,4,2930,rural,155,251,winter,1,0,0
32248,26,non-binary,50239,doctorate,5,4065,urban,98,104,winter,1,1,0
32254,24,female,99949,doctorate,9,865,suburban,23,134,summer,0,0,0
32260,50,male,62086,high school,5,4355,suburban,181,19,spring,1,1,0
32264,34,male,41425,high school,4,4236,urban,177,235,winter,1,1,1
32267,46,non-binary,65486,master,4,3449,suburban,159,22,spring,1,1,0
32279,62,male,46800,bachelor,3,669,urban,148,87,fall,1,0,0
32291,43,female,45942,high school,0,2400,rural,241,248,winter,1,1,0
32292,60,non-binary,32129,high school,1,1812,suburban,46,133,spring,0,0,1
32297,61,female,94951,doctorate,2,3744,rural,121,64,winter,0,0,0
32306,61,female,69899,master,2,2752,urban,172,295,fall,0,1,1
32316,69,female,27429,bachelor,2,2100,suburban,80,184,winter,1,0,1
32322,32,non-binary,94239,high school,6,1610,urban,98,137,summer,0,1,1
32333,26,female,50652,doctorate,6,3303,rural,265,260,summer,1,1,0
32337,47,male,82554,master,4,4665,rural,30,279,spring,1,0,0
32341,29,female,72357,doctorate,7,4852,rural,199,86,spring,1,1,0
32344,45,female,93506,high school,2,917,urban,144,264,winter,0,1,0
32345,47,non-binary,105396,high school,7,3080,rural,239,22,fall,0,0,0
32346,45,male,64050,bachelor,4,2779,urban,112,219,spring,0,0,0
32348,45,male,100523,bachelor,1,3820,rural,232,89,fall,1,1,0
32354,55,non-binary,26902,master,6,4469,suburban,119,92,summer,0,1,0
32360,55,non-binary,48476,doctorate,6,4713,urban,298,231,spring,0,1,0
32363,67,female,89798,bachelor,5,1957,urban,193,169,fall,1,0,0
32374,22,non-binary,116879,doctorate,5,2222,rural,162,243,fall,1,0,1
32381,30,male,37544,master,6,3551,urban,280,127,spring,1,0,0
32389,34,male,43861,doctorate,4,3567,urban,271,231,fall,1,0,0
32391,28,female,92455,bachelor,5,3355,suburban,138,18,spring,1,1,0
32405,34,male,99140,high school,6,3568,suburban,43,51,summer,0,1,1
32406,69,female,56786,master,7,4479,rural,277,212,spring,0,1,0
32409,31,female,62975,bachelor,1,1865,rural,59,169,summer,0,0,0
32413,46,male,108377,high school,6,4322,urban,94,253,winter,1,1,0
32415,69,male,116930,high school,4,4358,urban,127,60,winter,0,0,0
32418,29,female,51848,doctorate,1,3631,urban,261,77,fall,1,0,0
32428,37,female,36456,master,6,1688,rural,277,178,winter,0,0,0
32438,26,male,75475,master,4,4920,urban,219,158,winter,0,0,0
32443,19,female,71639,master,3,765,urban,151,239,winter,0,0,1
32444,54,non-binary,39912,master,3,2779,urban,289,223,summer,0,0,0
32448,47,non-binary,25787,doctorate,4,3937,suburban,128,60,summer,0,1,0
32450,54,non-binary,80048,high school,1,1649,suburban,51,172,fall,1,0,0
32456,61,male,21675,high school,6,1094,rural,183,98,winter,1,0,0
32461,34,male,86127,master,2,4252,urban,87,282,fall,0,0,1
32466,49,non-binary,44884,high school,0,688,rural,56,256,summer,0,0,0
32469,44,female,85140,high school,3,4053,urban,67,44,winter,1,0,0
32472,37,non-binary,62728,bachelor,2,4730,rural,67,247,winter,0,0,1
32473,69,male,27013,high school,2,1105,urban,241,246,summer,0,0,1
32475,35,non-binary,96357,master,2,3009,suburban,188,163,summer,1,0,0
32477,50,non-binary,79015,high school,1,2027,urban,148,30,fall,0,0,0
32483,60,non-binary,72922,master,7,1550,rural,29,65,winter,0,1,0
32484,54,non-binary,96747,bachelor,2,904,rural,36,222,fall,0,1,0
32486,42,male,103237,master,1,2922,urban,238,146,summer,1,0,0
32493,44,male,54792,master,2,4065,rural,165,136,spring,1,1,0
32499,26,male,56636,bachelor,3,3373,rural,189,134,winter,1,0,0
32516,56,female,70302,doctorate,7,4890,rural,172,12,winter,1,0,0
32529,55,female,28099,doctorate,9,3883,urban,124,17,summer,0,0,0
32530,53,male,37760,master,6,2656,urban,126,259,fall,0,0,0
32536,20,male,46005,doctorate,5,4022,urban,286,280,summer,1,0,0
32537,52,male,105581,bachelor,4,632,suburban,183,156,spring,1,1,0
32545,19,female,33272,bachelor,3,4193,urban,123,135,fall,1,1,0
32548,18,non-binary,85876,doctorate,2,524,urban,126,50,spring,0,1,0
32558,63,non-binary,72339,high school,8,3751,rural,179,73,winter,0,1,0
32562,40,non-binary,104993,bachelor,4,3868,rural,128,143,summer,0,1,1
32566,66,female,41145,master,6,3145,suburban,287,41,winter,0,1,0
32567,62,non-binary,82026,high school,2,3552,urban,183,241,fall,0,0,0
32568,41,non-binary,43003,doctorate,7,4484,rural,200,255,summer,1,1,0
32590,61,female,68788,master,9,2349,urban,84,64,fall,1,1,0
32591,24,male,113381,doctorate,5,1222,suburban,196,245,winter,0,1,0
32595,23,male,96884,bachelor,2,2586,rural,130,73,winter,0,0,0
32597,59,male,30820,high school,7,4051,urban,73,41,winter,1,1,0
32610,32,male,88340,master,6,1316,suburban,210,60,summer,1,0,0
32614,36,non-binary,88656,bachelor,0,1330,suburban,35,218,winter,1,1,1
32618,42,male,42476,doctorate,9,2921,rural,215,136,summer,1,0,0
32631,42,non-binary,55402,doctorate,1,3145,rural,244,214,fall,0,0,0
32634,32,female,103634,master,1,1460,suburban,72,232,summer,1,1,1
32642,41,male,68228,master,6,2005,rural,271,203,fall,0,0,0
32644,59,male,30809,high school,2,2525,urban,162,283,winter,1,1,0
32647,55,male,112217,high school,1,3280,suburban,72,9,spring,1,1,0
32657,39,non-binary,71248,doctorate,5,3135,rural,216,95,fall,0,0,0
32662,57,non-binary,85665,doctorate,5,3693,suburban,249,282,winter,1,1,0
32666,65,non-binary,29754,high school,1,1389,suburban,148,168,winter,1,1,0
32667,45,non-binary,70470,bachelor,4,4521,suburban,62,114,winter,1,0,1
32668,57,male,107512,master,3,1175,suburban,26,134,fall,0,1,0
32673,23,female,97418,doctorate,0,2204,rural,177,101,summer,0,0,0
32678,58,non-binary,69711,doctorate,4,2895,rural,165,164,winter,1,1,0
32680,32,female,71202,high school,9,3203,rural,168,254,fall,1,1,1
32689,39,female,74461,bachelor,7,4644,rural,294,120,spring,0,1,0
32692,54,non-binary,23554,bachelor,3,1635,rural,35,110,fall,0,0,0
32697,18,male,98042,master,8,1843,suburban,208,57,winter,0,0,0
32715,53,male,37907,bachelor,2,2492,urban,154,157,winter,1,1,0
32719,35,non-binary,64435,high school,7,3843,suburban,257,27,spring,1,0,0
32721,58,non-binary,89489,master,0,3120,suburban,121,259,winter,1,1,0
32724,24,male,68907,bachelor,8,1817,suburban,162,213,winter,0,1,1
32737,46,non-binary,77504,master,0,3305,rural,160,30,spring,1,1,0
32739,27,female,51503,bachelor,1,858,suburban,28,80,winter,0,0,1
32746,54,female,99928,bachelor,7,1111,urban,121,86,fall,1,1,0
32757,38,non-binary,49371,bachelor,1,859,rural,175,44,summer,1,1,0
32760,39,female,74301,master,2,788,rural,178,59,fall,1,0,0
32762,34,male,23153,bachelor,0,2264,suburban,52,247,fall,0,1,0
32772,43,female,56174,bachelor,5,3580,suburban,21,29,summer,1,0,0
32778,18,female,25711,bachelor,0,2158,urban,118,150,winter,0,0,1
32779,28,male,33290,doctorate,0,1179,suburban,178,118,winter,1,0,0
32780,44,non-binary,55160,bachelor,6,4560,suburban,189,297,fall,1,0,1
32784,50,male,88772,bachelor,8,3262,suburban,270,171,fall,1,1,0
32787,20,male,26628,high school,0,2033,urban,120,148,fall,0,1,1
32793,27,female,37879,doctorate,0,782,suburban,192,253,spring,0,0,1
32795,28,female,110453,doctorate,8,2185,rural,205,103,winter,1,1,0
32797,60,female,117607,bachelor,4,1362,suburban,289,43,spring,1,1,0
32798,35,male,55298,bachelor,0,1231,suburban,257,102,summer,1,0,0
32801,63,male,42763,master,3,1265,rural,68,229,winter,0,1,1
32803,24,female,107032,master,9,1851,urban,172,222,fall,0,1,1
32807,30,female,22327,high school,8,1060,rural,236,161,spring,0,1,0
32808,46,male,116488,bachelor,6,3970,urban,164,52,spring,0,0,0
32812,60,male,64803,high school,0,646,rural,159,129,spring,1,1,0
32819,34,female,54097,doctorate,9,3364,rural,160,74,fall,0,1,0
32824,46,female,61567,bachelor,0,3794,rural,173,135,fall,0,0,0
32830,62,non-binary,75117,master,9,500,rural,277,121,spring,1,0,0
32836,33,female,22435,bachelor,6,3982,suburban,230,54,summer,0,1,0
32842,58,non-binary,100600,bachelor,1,2803,suburban,37,219,fall,1,1,0
32843,57,female,55762,master,3,964,rural,225,219,winter,0,0,0
32846,52,male,58190,doctorate,5,833,urban,155,22,spring,1,0,0
32852,25,male,65007,high school,1,4638,suburban,127,281,summer,0,0,1
32854,45,female,102116,high school,7,3211,suburban,54,158,fall,0,0,0
32859,35,non-binary,100992,high school,5,1120,urban,262,232,summer,0,1,0
32863,44,non-binary,40777,bachelor,3,3850,rural,55,144,winter,0,1,0
32866,35,male,42418,master,3,1540,urban,171,74,fall,0,0,0
32870,36,female,87480,high school,3,543,suburban,39,18,winter,1,1,0
32871,20,female,20190,master,5,1026,rural,158,287,fall,0,1,0
32877,36,non-binary,97069,master,1,3284,urban,84,201,summer,1,0,0
32879,42,male,42195,master,0,1041,suburban,270,245,winter,1,1,0
32880,69,female,25906,bachelor,1,3715,suburban,295,22,summer,0,1,0
32887,47,non-binary,27581,doctorate,1,1212,suburban,166,225,spring,0,0,0
32888,53,non-binary,57208,master,2,1130,urban,17,17,spring,0,1,0
32896,53,female,115020,bachelor,2,2421,suburban,233,72,spring,0,1,0
32897,26,female,73390,master,0,2722,suburban,49,60,summer,1,0,0
32902,63,female,79902,high school,5,2543,suburban,79,71,summer,1,0,0
32904,45,non-binary,94801,bachelor,8,695,rural,106,164,spring,0,1,1
32908,25,non-binary,108990,high school,7,1369,urban,204,242,fall,0,0,0
32918,60,male,70940,master,3,2030,suburban,60,273,spring,1,1,1
32921,59,male,37047,bachelor,7,4949,suburban,146,223,fall,1,0,0
32927,27,female,45438,bachelor,0,3899,suburban,204,54,winter,0,0,0
32928,30,female,62070,master,5,790,suburban,161,250,fall,1,1,1
32936,52,female,88771,doctorate,6,4384,rural,299,109,fall,1,1,0
32950,33,non-binary,61556,doctorate,1,1584,rural,108,69,summer,0,0,0
32953,56,female,45387,doctorate,6,991,urban,150,269,winter,0,0,1
32961,20,male,43175,master,2,2312,rural,145,104,summer,1,1,0
32965,48,female,57608,bachelor,5,1543,urban,72,162,spring,0,1,0
32969,69,female,27593,doctorate,3,3153,urban,72,221,spring,0,1,1
32970,58,female,53625,doctorate,7,4479,rural,107,47,summer,1,1,0
32978,60,male,55776,high school,1,3938,rural,51,221,fall,0,1,1
32980,51,male,67210,bachelor,8,1133,urban,112,85,winter,0,1,0
32983,69,male,41334,master,1,4821,rural,68,252,spring,0,0,1
32984,20,male,97190,bachelor,6,1532,rural,163,22,winter,0,1,0
32995,60,male,22990,bachelor,5,4414,urban,103,23,spring,1,0,0
32996,43,non-binary,112219,master,7,2772,urban,214,290,fall,1,0,1
32998,58,male,93261,master,3,818,suburban,298,107,summer,1,1,0
33000,27,non-binary,93130,bachelor,9,2806,rural,167,195,winter,1,1,0
33001,47,male,118884,master,0,4113,suburban,152,297,winter,0,1,0
33002,42,male,57112,master,6,3881,suburban,0,39,summer,0,0,0
33003,53,non-binary,54453,bachelor,8,4906,rural,44,231,winter,1,1,0
33008,39,female,35334,high school,8,4107,rural,256,4,fall,1,0,0
33009,50,male,63557,high school,6,842,urban,128,228,summer,1,1,1
33010,18,male,100136,doctorate,6,4200,urban,180,101,summer,1,0,0
33011,30,male,62511,doctorate,2,1512,suburban,254,98,winter,1,0,0
33015,21,female,60544,master,0,3630,urban,273,276,winter,0,0,0
33016,37,female,61605,high school,8,2419,suburban,165,193,summer,0,1,1
33017,41,male,113206,high school,8,2988,urban,82,190,summer,0,1,1
33040,22,non-binary,104034,bachelor,8,1813,rural,209,174,winter,1,1,0
33045,23,male,48700,bachelor,0,1317,urban,95,13,fall,0,1,0
33060,40,non-binary,21470,high school,9,4892,suburban,165,266,summer,0,1,1
33063,43,non-binary,119596,high school,1,2655,urban,14,283,fall,0,1,1
33068,48,non-binary,98566,master,9,1485,rural,233,292,fall,0,0,0
33071,22,female,32429,bachelor,1,917,rural,215,56,summer,1,1,0
33082,62,male,41325,master,9,4458,suburban,249,105,fall,0,1,0
33091,20,non-binary,88939,bachelor,9,982,urban,1,299,fall,1,0,1
33103,42,non-binary,87801,high school,4,1335,rural,26,168,winter,1,1,1
33106,60,non-binary,118397,doctorate,1,1338,suburban,229,152,spring,1,0,0
33107,43,non-binary,56876,high school,0,886,suburban,24,146,fall,0,1,0
33117,52,non-binary,20533,doctorate,2,3186,rural,67,202,winter,1,1,0
33125,55,male,85403,bachelor,7,2534,rural,132,208,fall,1,0,1
33134,67,male,75646,master,3,1389,rural,239,153,fall,1,1,0
33136,50,male,27370,master,6,1517,rural,208,212,summer,0,1,0
33137,33,female,47617,doctorate,1,4133,rural,74,148,winter,0,0,1
33138,61,non-binary,31603,master,9,4847,rural,123,146,spring,1,0,0
33139,18,non-binary,119551,high school,2,1528,suburban,292,277,spring,1,0,0
33143,39,non-binary,73508,high school,8,1396,rural,260,273,fall,0,1,0
33144,27,non-binary,110402,doctorate,5,3773,suburban,287,65,spring,1,1,0
33147,48,male,79399,high school,0,4003,rural,211,59,fall,0,0,0
33150,24,female,89622,master,9,4009,urban,197,193,summer,0,1,0
33152,36,non-binary,106352,doctorate,1,1688,suburban,43,151,summer,1,1,0
33156,61,male,52293,bachelor,5,2346,suburban,162,132,fall,1,0,0
33157,25,male,88927,high school,8,954,rural,52,52,spring,0,0,0
33159,68,female,42744,bachelor,3,3714,suburban,115,135,summer,1,1,1
33163,42,non-binary,64248,doctorate,6,669,rural,167,43,fall,0,1,0
33167,20,male,115121,bachelor,3,3461,suburban,7,2,summer,1,0,0
33171,35,non-binary,98205,doctorate,2,4669,rural,226,99,fall,0,0,0
33178,66,female,89031,master,5,2569,urban,279,142,winter,0,1,0
33215,63,female,69766,doctorate,9,4792,urban,113,123,fall,0,1,0
33220,19,male,83448,master,3,1971,suburban,267,246,spring,0,1,0
33222,64,male,26024,master,4,4293,rural,123,188,spring,0,1,1
33224,60,non-binary,62051,doctorate,0,3552,suburban,293,118,summer,1,1,0
33226,65,non-binary,102364,master,2,4490,urban,118,108,fall,0,0,0
33228,38,male,59089,doctorate,2,591,rural,198,206,winter,0,1,1
33234,37,non-binary,104701,doctorate,1,2990,suburban,166,41,spring,0,1,0
33235,61,female,52883,master,1,2643,urban,252,110,winter,1,1,0
33236,24,non-binary,108658,high school,9,3911,rural,278,188,fall,0,0,0
33253,63,male,82272,master,0,1922,rural,5,137,winter,1,1,0
33261,25,male,90229,high school,4,1728,urban,219,51,summer,1,1,0
33263,24,male,65365,high school,2,2118,urban,120,233,fall,0,0,1
33265,40,male,91149,bachelor,5,637,urban,110,56,summer,0,1,0
33268,46,female,106808,doctorate,6,3514,rural,111,109,winter,1,1,0
33272,38,non-binary,97846,high school,7,501,rural,64,227,summer,1,0,1
33275,29,non-binary,102336,doctorate,7,2376,urban,237,268,spring,0,0,1
33276,49,male,24355,bachelor,8,1875,suburban,68,198,spring,1,0,1
33279,64,male,30426,high school,2,2057,rural,278,203,winter,1,1,0
33283,59,female,91906,master,7,2574,suburban,75,246,summer,1,0,1
33284,64,non-binary,61787,doctorate,9,2135,urban,179,56,fall,0,1,0
33287,20,female,79211,high school,8,2354,rural,274,21,fall,0,1,0
33288,24,male,104447,bachelor,2,3905,urban,66,223,winter,1,1,0
33291,40,non-binary,65836,master,4,2924,rural,144,292,summer,0,1,1
33296,24,non-binary,85453,doctorate,3,1989,urban,194,83,spring,1,1,0
33299,33,male,85576,bachelor,8,2255,urban,225,262,spring,0,0,0
33314,63,male,96906,bachelor,8,4470,urban,76,55,summer,1,1,0
33316,56,non-binary,86322,doctorate,8,3231,suburban,286,77,spring,0,1,0
33318,45,non-binary,87269,doctorate,2,2726,suburban,256,82,winter,1,0,0
33331,61,male,32816,master,3,1048,suburban,110,146,spring,0,0,1
33333,30,female,85696,master,1,2910,rural,34,37,winter,1,1,1
33346,44,female,91433,master,7,2356,rural,227,57,summer,0,0,0
33348,49,female,51815,master,2,2334,suburban,155,36,winter,1,1,0
33351,62,non-binary,87324,bachelor,3,730,urban,259,281,summer,0,0,0
33353,28,female,82545,high school,9,1136,rural,295,258,fall,0,1,0
33359,38,non-binary,89713,high school,7,2897,rural,204,172,spring,0,1,0
33364,27,male,54667,high school,8,720,urban,294,15,summer,0,0,0
33365,38,non-binary,20606,bachelor,2,2618,rural,200,160,summer,1,0,0
33367,44,male,96975,high school,6,2438,urban,220,167,winter,0,1,0
33368,26,non-binary,74663,high school,9,932,urban,147,230,fall,1,1,0
33376,23,non-binary,57329,doctorate,7,1938,urban,287,138,spring,1,0,0
